bride surprise
bride sadness
bride disgust
bridegroom surprise
bridegroom sadness
bridegroom disgust
bridesmaid sadness
bridesmaid disgust
brigade anger
brighten sadness
brighten anticipation
brighten disgust
brilliant surprise
brilliant sadness
brilliant disgust
brimstone fear
brimstone anger
broadside surprise
broil fear
broke anger
broke joy
broken fear
broken anger
broken joy
brothel trust
brother disgust
brotherhood disgust
brotherly surprise
brotherly sadness
brotherly disgust
bruise surprise
brunt fear
brutal fear
brutal anger
brutality fear
brutality anger
brute fear
brute anger
brute joy
buck anger
buck anticipation
buddy surprise
buddy sadness
buddy disgust
budget disgust
buffet fear
bug trust
bug anger
bugaboo fear
bugaboo anger
bugaboo joy
bugle surprise
bully fear
bully anger
bum trust
bum joy
bummer fear
bummer trust
bunker anger
burdensome anger
burdensome joy
bureaucracy disgust
bureaucrat trust
burglar trust
burglar anger
burial fear
burial anger
burial joy
buried anger
buried joy
burke fear
burke trust
burke anger
burke joy
burlesque anticipation
burnt trust
bursary disgust
bury joy
buss sadness
busted fear
busted anger
butcher fear
butcher trust
butcher anger
butler disgust
buzz surprise
buzz anger
bye surprise
bylaw disgust
cabal anger
cabinet disgust
cable anticipation
cacophony fear
cacophony trust
cad fear
cad trust
cadaver trust
cadaver anger
cadaver joy
cadaver anticipation
cage joy
calamity joy
calculation surprise
calculator disgust
calf sadness
calf disgust
callous fear
callous trust
calls surprise
calls disgust
camouflage anticipation
camouflaged anticipation
campaigning fear
campaigning anger
cancel joy
cancer fear
cancer trust
cancer anger
cancer joy
candid surprise
candid sadness
candid anticipation
candid disgust
cane fear
cane anger
canker fear
canker trust
cannibal trust
cannibal anger
cannibalism trust
cannon fear
cannon anger
canons disgust
cap surprise
cap disgust
captivate surprise
captivate sadness
captivate anticipation
captivate disgust
captive anger
captive joy
captivity joy
captor anger
carcass trust
carcass anger
carcass joy
carcinoma anger
carcinoma joy
cardiomyopathy anger
cardiomyopathy joy
career surprise
carelessness fear
carelessness trust
caretaker disgust
caries trust
carnage fear
carnage trust
carnage anger
carnage joy
carnage anticipation
carnivorous anger
carol sadness
carol disgust
cartridge anger
case anger
case joy
cash fear
cash surprise
cash anger
cash sadness
cash disgust
cashier disgust
casket anger
casket joy
casualty fear
casualty anger
casualty joy
cataract surprise
cataract anger
cataract joy
catastrophe fear
catastrophe trust
catastrophe anger
catastrophe joy
catastrophe anticipation
catch anticipation
catechism trust
cathedral sadness
cathedral disgust
caution fear
caution surprise
caution anger
cautionary anger
cautious surprise
cautious anger
cautious disgust
cautiously anger
celebrated surprise
celebrated sadness
celebrating surprise
celebrating sadness
celebration surprise
celebration sadness
celebration anticipation
celebration disgust
celebrity fear
celebrity surprise
celebrity trust
celebrity sadness
celebrity anticipation
celebrity disgust
celestial surprise
celestial sadness
cement surprise
cement disgust
cemetery anger
cemetery joy
censor fear
censor trust
censor anger
censor disgust
center disgust
ceremony sadness
ceremony anticipation
certify disgust
cess trust
chaff fear
chaff anger
chagrin trust
chagrin joy
chairman disgust
chairwoman disgust
challenge fear
challenge anger
champion surprise
champion sadness
champion disgust
chance anticipation
chancellor disgust
change anger
changeable surprise
changeable anticipation
chant fear
chant surprise
chant sadness
chant anticipation
chaos fear
chaos anger
chaos joy
chaotic fear
chaplain disgust
chargeable anger
chargeable joy
charitable surprise
charitable sadness
charitable disgust
charity sadness
charmed sadness
chart disgust
chasm anger
chastity surprise
chastity disgust
cheat fear
cheat trust
checklist disgust
cheer surprise
cheer sadness
cheer anticipation
cheer disgust
cheerful sadness
cheerful anticipation
cheerfulness surprise
cheerfulness sadness
cheerfulness disgust
cheering sadness
cheery surprise
cheery sadness
chemist disgust
cherish surprise
cherish sadness
cherish anticipation
cherish disgust
chicane surprise
chicane anticipation
chicane disgust
chicken anger
child surprise
child sadness
childhood sadness
chimera anger
chimera anticipation
chirp sadness
chocolate surprise
chocolate sadness
chocolate disgust
choir sadness
choir disgust
choke fear
choke joy
cholera trust
cholera anger
cholera joy
choral sadness
chronic joy
chronicle disgust
chuckle surprise
chuckle sadness
chuckle anticipation
chuckle disgust
church surprise
church sadness
church disgust
civilization disgust
civilized sadness
civilized disgust
claimant fear
claimant trust
clamor fear
clamor surprise
clamor trust
clamor anticipation
clan disgust
clap surprise
clap sadness
clap disgust
clash fear
clashing fear
clashing anger
classics sadness
claw fear
claw anger
clean sadness
clean disgust
clearance disgust
cleave anger
clerical disgust
cliff anger
climax surprise
climax sadness
climax anticipation
climax disgust
clock surprise
closeness sadness
closeness disgust
closure surprise
closure sadness
closure joy
clouded joy
cloudiness anger
cloudy joy
clown surprise
clown sadness
clown anticipation
clue surprise
clumsy trust
coach disgust
coalesce disgust
coax disgust
cobra anger
cocaine joy
coerce fear
coerce trust
coerce anger
coercion fear
coercion trust
coercion anger
coercion joy
coexist disgust
coexisting disgust
coffin anger
coffin joy
cogent disgust
cohesion disgust
cohesive disgust
coincidence anticipation
coldness fear
coldness trust
coldness anger
coldness joy
collaborator disgust
collapse trust
collapse anger
collapse joy
collateral disgust
collectively disgust
collision fear
collusion fear
collusion trust
collusion anger
collusion joy
colonel disgust
coma anger
coma joy
comatose anger
comatose joy
combat fear
combat anger
combatant fear
combatant anger
combative fear
combative anger
comfort surprise
comfort sadness
comfort disgust
coming surprise
commandant disgust
commanding disgust
commemorate surprise
commemorate sadness
commemorate joy
commemoration surprise
commemoration sadness
commemorative surprise
commendable sadness
commendable disgust
commerce disgust
commission disgust
committal joy
committed disgust
committee disgust
commodore disgust
commonplace surprise
commonplace disgust
commonwealth disgust
commotion fear
communicate disgust
communication disgust
communion sadness
communion disgust
communism fear
communism anger
communism joy
compact disgust
companion sadness
companion disgust
compass disgust
compassion anger
compensate surprise
compensate sadness
compensate anticipation
compensate disgust
competence disgust
competency disgust
competent disgust
competition surprise
complain fear
complain joy
complaint fear
complement surprise
complement sadness
complement anticipation
complement disgust
completing surprise
completing sadness
completion surprise
completion sadness
compliance disgust
complicate fear
compliment surprise
compliment sadness
compliment anticipation
compliment disgust
compost trust
compress fear
comptroller disgust
compulsion fear
comrade disgust
conceal joy
concealed surprise
concealed anger
concealed anticipation
concealment fear
concealment surprise
concealment anger
concerned anger
concerned joy
conciliation sadness
conciliation disgust
concord disgust
concordance disgust
concussion fear
concussion joy
condemn fear
condemnation fear
condemnation surprise
condemnation trust
condemnation anger
condemnation joy
condescension fear
condescension trust
condescension joy
condolence joy
confederate disgust
confess disgust
confession surprise
confession anger
confession joy
confession anticipation
confessional anger
confessional disgust
confide disgust
confidence anger
confidence sadness
confidence disgust
confident sadness
confident disgust
confidential disgust
confidentially disgust
confine fear
confine anger
confine joy
confined fear
confined trust
confined anger
confined joy
confinement fear
confinement anger
confinement joy
confirmation disgust
confirmed disgust
confiscate fear
confiscate joy
conflagration fear
conflagration anger
conflict fear
conflict anger
conflict joy
conformity disgust
confront fear
confusion fear
confusion anger
conglomerate disgust
congratulatory sadness
congregation disgust
congress trust
congress disgust
congressman disgust
congruence disgust
conjecture surprise
conjure surprise
conjure anticipation
connective disgust
connoisseur sadness
connoisseur disgust
conquest fear
conquest anger
conscience disgust
conscientious disgust
consecration surprise
consecration sadness
consecration joy
consecration disgust
consequent surprise
conservation surprise
conservation disgust
considerate disgust
consistency disgust
console joy
consort disgust
conspiracy anger
conspirator fear
conspirator surprise
conspirator trust
conspirator anger
conspire anger
constable disgust
constancy disgust
constant disgust
constantly disgust
consternation fear
consternation anger
constipation trust
constitute disgust
constitutional disgust
constrain anger
constraint fear
constraint anger
constraint joy
consul disgust
consult disgust
contagion surprise
contagion trust
contagion anger
contagious trust
contagious anger
contaminate trust
contaminated trust
contaminated anger
contaminated joy
contamination trust
contempt fear
contempt trust
contempt anger
contemptible fear
contemptible trust
contemptuous fear
content sadness
content disgust
contentious fear
contentious trust
contentious anger
contingent surprise
continuation surprise
continue surprise
continue disgust
contraband fear
contraband trust
contraband anger
contradict fear
contributor disgust
controversial fear
convent disgust
convergence surprise
conveyancing disgust
convict fear
convict trust
convict anger
convict joy
convince surprise
convince disgust
convinced disgust
convincing disgust
coop fear
coop trust
cooperating disgust
cooperation disgust
cooperative disgust
cop anger
cop disgust
copycat fear
copycat trust
coronation sadness
coronation disgust
corporation disgust
corpse trust
corpse joy
correctness disgust
correspondence surprise
corroborate disgust
corroboration disgust
corrosive anger
corrupting fear
corrupting trust
corrupting anger
corrupting joy
corruption trust
corse joy
cosmopolitan disgust
couch joy
cough trust
council surprise
council disgust
counsel disgust
counsellor fear
counsellor anger
counsellor disgust
counselor disgust
count disgust
countdown surprise
countryman disgust
county disgust
coup fear
coup anticipation
courageous anger
courier disgust
court fear
court surprise
court anger
courtship surprise
courtship sadness
courtship disgust
cove surprise
cove trust
cove anger
cove sadness
covenant disgust
cover disgust
coward trust
coward anger
coward joy
cowardice anger
cowardly anger
coy anger
coyote anger
crabby fear
cracked fear
cracked anger
cradle surprise
cradle sadness
cradle disgust
cramp surprise
cranky fear
crap trust
craps surprise
crash anger
crash joy
crash anticipation
crave surprise
craving surprise
crawl trust
crazed fear
crazed anger
crazy fear
crazy anger
crazy joy
cream surprise
cream sadness
cream anticipation
create sadness
creature trust
creature anger
credence disgust
credential disgust
credibility disgust
credible disgust
credit disgust
creditable disgust
creeping surprise
cremation joy
crescendo surprise
crescendo sadness
crescendo anticipation
crescendo disgust
crew disgust
crime fear
criminal fear
criminal trust
criminal anger
criminality fear
criminality trust
criminality anger
cringe trust
cringe anger
cringe joy
cripple anger
cripple joy
crippled joy
crisp disgust
criticism fear
criticism joy
criticize fear
criticize trust
criticize anger
criticize joy
critter trust
crocodile anger
cross fear
cross anger
cross joy
crouch anger
crouching anger
crowning surprise
crowning sadness
crowning anticipation
crowning disgust
crucial disgust
crucifixion fear
crucifixion trust
crucifixion anger
crucifixion joy
crude trust
cruel fear
cruel trust
cruel anger
cruel joy
cruelly fear
cruelly anger
cruelty fear
cruelty trust
cruelty anger
cruelty joy
crumbling joy
crunch fear
crusade fear
crusade anger
crushed fear
crushed trust
crushed anger
crushed joy
crushing fear
crushing trust
crushing anger
crusty trust
cry joy
crying joy
crypt anger
crypt joy
cube disgust
cuckold trust
cuddle sadness
cuddle disgust
cue surprise
culinary disgust
cult anger
cultivate surprise
cultivate disgust
cumbersome joy
cupping trust
cupping anger
cupping joy
cur fear
cur trust
cur anger
curable disgust
curiosity surprise
curiosity anticipation
curse fear
curse trust
curse anger
curse joy
cursed fear
cursed anger
cursed joy
cursing fear
cursing trust
cussed fear
custodian disgust
custody disgust
cutter anger
cutthroat fear
cutthroat anger
cutting fear
cutting trust
cutting anger
cutting joy
cyanide anger
cyclone anger
cyclone anticipation
cyst anger
cyst joy
cystic trust
cytomegalovirus joy
dabbling fear
dabbling trust
daemon fear
daemon trust
daemon anger
daemon joy
daemon anticipation
daft trust
dagger anger
daily surprise
damage fear
damage trust
damage joy
damages joy
dame fear
dame trust
dame disgust
damn fear
damn trust
damnation fear
damnation anger
damnation joy
dance sadness
dance disgust
dandy trust
danger anger
danger joy
dangerous anger
dank trust
dare surprise
dare disgust
dark joy
darken anger
darken joy
darkened anger
darkened joy
darkness fear
darkness anger
darkness joy
darling sadness
darling disgust
dart anger
dashed fear
dashed anger
dashed joy
dastardly fear
dastardly trust
dastardly anger
daughter sadness
dawn surprise
dawn sadness
dawn anticipation
dawn disgust
deacon disgust
deadly fear
deadly trust
deadly anger
deadly joy
deal surprise
deal sadness
deal anticipation
deal disgust
dealings disgust
death fear
death surprise
death trust
death anger
death joy
death anticipation
debacle anger
debacle joy
debauchery trust
debauchery anger
debenture surprise
debris trust
debt joy
decay anger
decay joy
decayed trust
decayed joy
deceased joy
deceit fear
deceit trust
deceit anger
deceit joy
deceit anticipation
deceitful trust
deceitful joy
deceive fear
deceive trust
deceive joy
deceived fear
deceiving disgust
decompose trust
decomposed joy
decomposition trust
decomposition anger
decomposition joy
decoy anticipation
decry fear
deed disgust
defamation trust
defamation anger
defamatory fear
default trust
default anger
default joy
defeated joy
defect fear
defection anger
defective trust
defend anger
defendant fear
defendant anger
defendant joy
defended disgust
defender disgust
defense fear
defense surprise
defense anger
defenseless anger
defenseless joy
deference disgust
defiance fear
defiance trust
defiance anger
defiant fear
definitive disgust
deflate fear
deflate joy
deflation anger
deform trust
deformed trust
deformed joy
deformity trust
deformity anger
deformity joy
defraud fear
defraud trust
defunct joy
defy fear
defy anger
defy joy
defy anticipation
degeneracy fear
degeneracy trust
degeneracy joy
degrade trust
degrading trust
degrading anger
degrading joy
delay fear
delay trust
delay anger
delay joy
delegate disgust
deleterious fear
deleterious trust
deleterious anger
delicious sadness
delight surprise
delight sadness
delighted surprise
delighted sadness
delighted anticipation
delightful surprise
delightful sadness
delightful disgust
delinquent fear
delinquent trust
delirious joy
delirium trust
delirium joy
deliverance surprise
deliverance sadness
deliverance disgust
delivery surprise
deluge anger
deluge joy
deluge anticipation
delusion fear
delusion anger
delusion joy
delusional fear
delusional anger
demand fear
demented anger
dementia anger
dementia joy
demise anger
demise joy
demolish fear
demolish joy
demon fear
demon trust
demon anger
demon joy
demonic fear
demonic trust
demonic anger
demonic joy
demonstrative sadness
demonstrative joy
demoralized anger
demoralized joy
denied joy
denounce fear
denounce trust
dentistry anger
denunciation fear
denunciation trust
denunciation anger
deny fear
denying surprise
depart surprise
depart joy
departed joy
departure joy
depend surprise
depend disgust
dependence anger
dependence joy
dependent disgust
deplorable fear
deplorable trust
deplorable anger
deplorable joy
deplore fear
deplore trust
deplore joy
deport anger
deport joy
deportation fear
deportation anger
deportation joy
depository disgust
depraved fear
depraved surprise
depraved trust
depraved anger
depraved joy
depravity fear
depravity trust
depreciate fear
depreciate trust
depreciated fear
depreciated trust
depreciated anger
depreciated joy
depreciation anger
depress anger
depress joy
depressed fear
depressed anger
depressed joy
depressing trust
depressing joy
depression joy
depressive joy
deprivation fear
deprivation trust
deprivation anger
deprivation joy
depth disgust
deputy disgust
deranged fear
deranged trust
deranged anger
derision fear
derision trust
dermatologist disgust
derogation fear
derogation trust
derogation anger
derogation joy
derogatory fear
derogatory trust
derogatory anger
derogatory joy
descent anger
descent joy
desecration fear
desecration trust
desecration anger
desecration joy
desert fear
desert trust
desert anger
desert joy
deserted fear
deserted trust
deserted anger
deserted joy
deserve fear
deserve surprise
deserve disgust
designation disgust
desist fear
desist trust
desolation anger
desolation joy
despair fear
despair trust
despair anger
despair joy
despairing anger
despairing joy
despicable fear
despicable trust
despise fear
despise trust
despotic anger
despotism fear
despotism trust
despotism anger
despotism joy
destination surprise
destination anger
destination sadness
destination joy
destination anticipation
destined surprise
destitute anger
destitute joy
destroyed fear
destroyed anger
destroyed joy
destroyer fear
destroyer anger
destroying fear
destroying anger
destroying joy
destruction fear
destructive fear
destructive trust
destructive anger
detainee fear
detainee surprise
detainee anger
detainee joy
detention joy
deteriorate anger
deteriorate joy
deteriorated trust
deteriorated joy
deterioration fear
deterioration trust
deterioration anger
deterioration joy
determinate surprise
determinate disgust
determination disgust
detest fear
detest trust
detonate anger
detonate anticipation
detonation fear
detract fear
devastate fear
devastate anger
devastate joy
devastating fear
devastating trust
devastating anger
devastating joy
devastating disgust
devastation fear
devastation anger
devastation joy
devastation anticipation
develop surprise
deviation joy
devil fear
devil surprise
devil trust
devil anger
devil joy
devilish trust
devilish anger
devotional disgust
devout surprise
devout sadness
devout disgust
diabolical fear
diabolical trust
diabolical anger
diagnosis surprise
diagnosis anger
diagnosis disgust
diamond sadness
diaper trust
diarrhoea trust
diary sadness
diary disgust
diatribe fear
diatribe trust
dictator anger
dictatorial fear
dictatorship fear
dictatorship surprise
dictatorship trust
dictatorship anger
dictatorship joy
dictionary disgust
dictum disgust
die anger
die joy
dietary surprise
differential disgust
differently anticipation
difficult anger
difficulties joy
difficulty fear
difficulty anger
difficulty joy
digit disgust
dignity disgust
digress surprise
dike anger
dilapidated trust
dilapidated joy
diligence disgust
diminish joy
dinosaur anger
diplomacy surprise
diplomacy disgust
diplomatic disgust
dire trust
dire anger
dire joy
dire anticipation
director disgust
dirt trust
dirty trust
disability joy
disable anger
disable joy
disabled anger
disabled joy
disagree fear
disagreeing fear
disagreeing joy
disagreement fear
disagreement joy
